City,Latitude,Longitude,Store Name,Store Type,Foot Traffic,Avg Spending Capacity,Competition Density,Population Density,Avg Income,Rating,Rent Cost
hyderabad,17.350306700033297,78.6243750833642,HomeComforts-9,Electronics,1933,2857,15,15281,33259,4.5,236184
indore,22.529912917687422,78.11220022074292,GoldNest-39,Jewelry,1362,2910,44,17274,45469,3.4,81800
chandigarh,21.932801754830564,77.69970280518712,FreshMart-38,Electronics,519,1379,46,16100,16755,3.0,415452
chennai,12.932970151991864,80.154540382245,TechZone-91,Clothing,541,1753,6,25932,93292,2.9,403070
kolkata,22.66737662998138,88.30274091438613,FreshMart-34,Pharmacy,1329,1555,7,28184,30815,2.5,469938
hyderabad,17.28983762951116,78.30354327023662,MediCare-24,Grocery,340,4668,50,22895,89486,3.9,492813
lucknow,26.827661692024392,80.97520236139641,FreshMart-30,Restaurant,1362,256,25,8567,58797,3.9,196135
bangalore,12.963849493633765,77.60162197105922,StyleHub-44,Clothing,1306,1137,28,19188,37589,4.1,121042
chandigarh,21.933407634628864,77.69859455283036,Foodies-29,Grocery,933,4965,4,12795,87958,5.0,310188
mumbai,19.17091877367165,72.91628876738504,MegaMart-96,Supermarket,605,3496,1,9822,48094,3.5,67796
indore,22.529611958782358,78.11067142279789,HomeComforts-29,Furniture,1147,4433,11,14085,95781,4.8,196288
patna,22.19741407466072,77.26241407093478,StyleHub-45,Furniture,1190,3910,19,2800,69103,4.2,280915
chandigarh,21.932295180592657,77.70000742965026,StyleHub-98,Clothing,140,3664,43,3665,53586,3.6,338176
patna,22.19651494050559,77.2618540163766,MegaMart-26,Pharmacy,1484,1951,21,11753,85866,4.3,399206
lucknow,26.829516975569835,80.80120348051035,MegaMart-69,Furniture,1217,1415,23,18486,38270,4.8,407054
indore,22.529298474426703,78.11215269216574,TechZone-52,Pharmacy,149,4035,10,21430,55595,4.3,485162
bhopal,21.830499759438556,77.71197940814245,GoldNest-73,Jewelry,830,1818,3,21147,13126,2.5,173323
chennai,13.033733012697402,80.15574874722621,FreshMart-1,Electronics,306,2457,40,11747,7689,4.9,390141
kolkata,22.723650706753123,88.42099006053796,HomeComforts-10,Electronics,992,392,6,21920,77905,4.0,357347
surat,22.10421059905766,77.59103852960949,StyleHub-32,Jewelry,1180,3760,10,22316,98269,4.5,456026
pune,18.622408287907785,73.89344639534278,StyleHub-15,Jewelry,758,646,16,1429,38241,3.4,334936
pune,18.435010946609353,73.7979629528106,TechZone-36,Furniture,85,2522,4,7996,96783,3.8,41235
chennai,13.034645876656603,80.17385694697461,MediCare-41,Electronics,1709,397,45,1340,90983,3.9,412175
chennai,13.10876088996353,80.2780842521346,StyleHub-32,Furniture,996,2692,16,7733,25610,4.6,233748
bhopal,21.830489870829968,77.71245771463519,MediCare-35,Pharmacy,1579,3586,1,23679,20822,4.5,72855
bangalore,13.117419362271365,77.60520877076179,MediCare-22,Jewelry,1547,576,38,17038,96146,4.5,397376
bangalore,12.921906554994425,77.5502818822422,TechZone-64,Electronics,853,587,29,4923,53524,3.0,467702
mumbai,19.06277761648147,72.90639497184277,FreshMart-35,Grocery,201,3193,38,14807,70618,3.0,327609
kolkata,22.49252289585492,88.34409281709279,TechZone-58,Furniture,1813,4557,20,28869,39827,4.5,248441
chandigarh,21.93230700988684,77.6995582012345,StyleHub-67,Jewelry,310,3714,40,14464,96186,2.9,180515
chandigarh,21.93368603200584,77.69864200111398,GoldNest-37,Grocery,103,4133,36,4190,69381,3.0,493562
mumbai,19.18405503593948,72.75152793343473,Foodies-11,Jewelry,1843,1888,46,26402,7288,3.8,392704
hyderabad,17.24185560382401,78.32476762783499,GoldNest-1,Supermarket,632,3382,32,15075,40615,3.6,313946
surat,22.104934994515418,77.5921183665899,HomeComforts-44,Pharmacy,1602,921,43,8757,82362,4.3,284297
pune,18.650514284735998,73.71468878282103,StyleHub-88,Grocery,1704,579,44,4283,43187,3.6,63252
bhopal,22.06460574206625,78.48436838734935,MegaMart-24,Grocery,1305,3930,24,13667,36017,4.5,165424
jaipur,26.81627165839181,75.76557403339831,StyleHub-84,Jewelry,509,2830,26,6188,28521,2.7,229758
bhopal,22.06380622782976,78.48477156104032,StyleHub-14,Clothing,251,3660,4,9160,24172,3.4,156356
lucknow,26.934708150841473,81.05235868533272,GoldNest-14,Grocery,1921,3765,1,9858,54109,4.4,449081
patna,22.43065977193017,78.03499239209289,HomeComforts-47,Restaurant,69,1671,33,1431,13608,3.1,125946
lucknow,26.892932591656947,80.93366864178059,TechZone-72,Electronics,295,286,49,1784,44215,4.5,406124
chandigarh,22.16705879268881,78.47254154769648,FreshMart-19,Restaurant,464,1679,8,6776,32069,4.8,51598
chennai,12.890871102166374,80.23158890852467,HomeComforts-70,Electronics,1361,3228,19,29818,80666,2.8,342081
bhopal,22.06280949497771,78.48368772857062,TechZone-71,Pharmacy,313,836,18,17214,89525,3.9,21753
pune,18.480659713540643,73.90580141725344,TechZone-86,Furniture,232,3086,3,19683,97057,4.5,386779
pune,18.6689587810482,73.73508245316306,MediCare-28,Clothing,1016,4742,15,5476,41834,2.8,16759
hyderabad,17.343116425783272,78.34301603801372,StyleHub-6,Supermarket,909,1824,3,17678,36343,3.2,166067
kolkata,22.651620613798283,88.3189046218457,HomeComforts-54,Supermarket,1358,470,50,5078,30016,2.9,60235
chandigarh,22.166045016413243,78.47225548434398,GoldNest-94,Grocery,1040,1480,2,12721,32867,4.9,40765
chandigarh,22.16659162298069,78.47061507606276,Foodies-21,Grocery,1430,1746,27,28192,18412,2.9,31520
pune,18.460265179395993,73.9537782038637,TechZone-97,Grocery,1835,3560,8,2723,48706,4.8,45102
indore,22.76353133046504,78.88370489475624,MediCare-68,Pharmacy,1648,483,20,5642,56469,4.9,231023
surat,22.338446754619785,78.36369982291403,MediCare-99,Clothing,970,3961,17,20205,20987,4.5,424897
lucknow,26.98564194394642,81.05548570920878,TechZone-20,Clothing,277,2192,5,4346,75201,2.6,391807
bhopal,22.06285109346652,78.48527376251002,StyleHub-12,Furniture,1327,3268,49,21779,16771,4.2,401263
bangalore,13.004441284784372,77.64643875943202,TechZone-89,Electronics,1682,4385,24,13615,50593,3.6,192835
indore,22.76203338845077,78.8848286919368,StyleHub-35,Pharmacy,422,936,29,21574,66653,3.3,102917
delhi,28.405557546453558,76.9094542609025,FreshMart-86,Electronics,852,3707,18,13019,27067,3.4,296734
lucknow,26.79549610641699,80.87474213714327,MegaMart-80,Restaurant,418,2164,43,22340,55873,4.3,249243
bhopal,22.06360630096393,78.48513884415797,GoldNest-81,Electronics,1186,3542,26,11455,97989,3.5,328691
mumbai,18.913324148564147,72.93555371604232,HomeComforts-97,Supermarket,460,468,25,2841,56699,4.3,339341
indore,22.76366690979009,78.88345750388343,MegaMart-39,Furniture,1427,1236,44,21838,95712,2.5,468093
kolkata,22.715469277675638,88.31352904265636,StyleHub-96,Restaurant,1701,2788,12,28801,99519,3.6,107720
lucknow,26.85753416133909,80.98587280233855,StyleHub-11,Electronics,273,3158,13,24361,10817,3.1,437887
bangalore,13.008885453215184,77.48242370151739,MediCare-67,Restaurant,595,4634,25,1229,10340,2.5,307831
pune,18.57532798287782,73.75183544811367,HomeComforts-93,Restaurant,926,3101,38,6697,34492,2.7,184901
chennai,13.13511351949016,80.22560289816597,TechZone-56,Restaurant,1804,932,21,9365,7337,3.0,332090
kolkata,22.51763340976646,88.41219086788608,TechZone-6,Jewelry,566,3351,10,12475,68326,3.3,477234
indore,22.762165432369915,78.88502599856746,TechZone-83,Jewelry,403,803,48,4333,98717,3.7,315773
ahmedabad,23.116419694851142,72.60519108816682,FreshMart-49,Furniture,249,4005,2,21743,67775,3.0,136157
lucknow,26.98478341628945,80.95950293791192,GoldNest-28,Grocery,455,2805,20,16090,74320,4.6,299917
pune,18.688685929900203,73.97106524800292,TechZone-13,Jewelry,448,3728,44,7624,49755,3.0,276906
hyderabad,17.372327650271203,78.32229860011006,HomeComforts-24,Jewelry,132,1496,28,11952,55066,3.4,193659
mumbai,19.023261163854038,72.88016913482326,FreshMart-80,Furniture,898,981,41,4702,23146,3.7,100614
kolkata,22.56792743037736,88.49587639432359,TechZone-80,Supermarket,1146,468,44,12098,85236,3.5,97751
patna,22.43008525044347,78.03363573470008,HomeComforts-15,Restaurant,1063,1508,44,24389,33490,2.6,202912
pune,18.475815812971067,73.90071382834758,TechZone-68,Furniture,1449,2205,29,1738,34204,2.8,407587
surat,22.337470099135995,78.36384228149169,MegaMart-5,Furniture,1339,3832,47,1818,31530,4.2,32850
ahmedabad,23.068736970118028,72.68107185302286,TechZone-11,Pharmacy,1209,2125,41,26769,23719,4.6,478223
chennai,13.019316049546621,80.20422683668232,TechZone-17,Supermarket,304,771,12,5414,55274,3.9,51106
chennai,13.052056574740211,80.17654184812346,GoldNest-56,Clothing,773,1781,7,23567,20614,4.8,251455
jaipur,26.838680961301097,75.82349785972355,TechZone-27,Grocery,889,3085,41,27703,44781,3.5,233142
jaipur,26.79571395921731,75.9409620861919,GoldNest-58,Grocery,1931,828,5,1930,45803,4.0,149831
ahmedabad,23.046649290334845,72.56757200034804,Foodies-49,Grocery,478,2384,49,3346,16288,4.8,115982
lucknow,26.877182072543135,81.09611828527534,StyleHub-1,Pharmacy,1300,4776,16,5530,27866,4.1,162731
surat,22.338138079942752,78.36448966252892,HomeComforts-37,Jewelry,1892,4041,14,26561,61690,4.5,348763
jaipur,26.78292363042088,75.80612312320471,GoldNest-39,Clothing,1251,4192,28,9340,88296,4.5,121568
delhi,28.623523191996785,77.13635211820024,FreshMart-61,Electronics,686,848,40,14616,28574,4.5,225699
jaipur,26.851727805794,75.9832149378048,Foodies-68,Restaurant,710,1116,12,7936,58394,3.3,138968
ahmedabad,23.01338123975799,72.55339357267611,HomeComforts-27,Jewelry,813,2752,2,19514,79564,2.6,106751
indore,22.76272989120356,78.88452222182617,GoldNest-61,Grocery,478,4687,32,17232,89321,3.7,190803
pune,18.417875817767047,73.77332356214376,TechZone-10,Supermarket,339,2813,4,9866,60976,4.9,311400
chandigarh,22.16711198864643,78.4717462939293,Foodies-96,Restaurant,1992,398,23,28327,41023,3.2,109692
chennai,13.088959866192134,80.18847940277804,MediCare-44,Jewelry,1315,2608,48,15346,13854,4.3,105458
jaipur,26.89099098386191,75.8943608479165,MediCare-84,Pharmacy,1861,4371,9,23699,28591,4.2,389645
pune,18.519951626883078,73.78518553032961,TechZone-55,Pharmacy,1226,2511,45,13289,45202,3.4,240809
jaipur,26.985564963967942,75.77853055661157,FreshMart-93,Electronics,1523,3062,26,14669,73611,4.7,316629
jaipur,26.765604962221108,75.9890281491345,StyleHub-86,Restaurant,1444,374,28,2204,67335,4.3,342711
surat,22.33892641257592,78.36413730038514,MediCare-37,Clothing,786,3281,5,24378,91108,3.1,485205
hyderabad,17.299586905228793,78.6053123567917,GoldNest-42,Jewelry,1956,2986,9,27960,16508,3.1,164735
lucknow,26.946395726862995,80.95440995996294,MegaMart-7,Jewelry,323,2899,11,14899,53965,4.8,464458
ahmedabad,23.056872234271196,72.52965852433684,MegaMart-32,Electronics,1140,1340,35,17392,32847,4.6,190314
indore,22.763441809990496,78.88404112845271,StyleHub-75,Supermarket,1978,3226,35,22043,46825,4.3,458634
surat,22.339022146048908,78.36364062836994,MediCare-55,Restaurant,1619,483,31,5643,92184,4.0,263677
chandigarh,22.165810739914,78.47097417711942,TechZone-73,Pharmacy,353,904,21,20586,13900,2.6,330263
kolkata,22.473681938529907,88.48842484796069,MediCare-38,Electronics,977,4444,15,16278,64127,4.2,94146
bhopal,22.06471406885037,78.48354156081432,Foodies-69,Clothing,1359,1877,26,9154,79526,2.9,338782
chennai,13.026867329956008,80.20917839369146,TechZone-39,Supermarket,1220,1399,49,23830,66789,4.4,50807
kolkata,22.743279247961596,88.41129249128359,GoldNest-87,Electronics,1889,4386,44,29547,43897,3.7,76480
bangalore,13.03496226869623,77.6141450110444,FreshMart-40,Pharmacy,65,2654,47,21154,16893,4.6,318453
pune,18.652898504524554,73.95774150245757,StyleHub-36,Pharmacy,1214,1175,13,4204,83289,3.1,290764
lucknow,26.911800543121778,81.05391472719226,GoldNest-82,Pharmacy,1709,2978,23,11452,89883,2.6,495080
jaipur,26.831558234458765,75.83852794251999,MegaMart-14,Grocery,203,4749,19,9909,6407,3.2,382667
bhopal,22.06396774479885,78.48540163961185,MediCare-100,Supermarket,564,4764,42,12028,91996,4.2,220662
jaipur,26.913459492522065,75.86629835927502,FreshMart-63,Restaurant,1586,879,43,11785,26229,4.6,211681
bhopal,22.064239586041538,78.4836660915006,HomeComforts-24,Pharmacy,1382,2431,12,23776,10283,2.5,416888
ahmedabad,23.099781784583538,72.68951454931158,GoldNest-66,Furniture,445,3521,21,25817,41200,3.0,80128
bhopal,22.06372511423659,78.4843809039534,StyleHub-11,Pharmacy,1360,4601,32,1780,6459,2.8,450610
indore,22.76224260296885,78.88414161827258,StyleHub-69,Grocery,1866,1010,22,29444,82356,4.3,401561
bhopal,22.063577622741175,78.48366536750154,HomeComforts-6,Restaurant,631,2067,5,13594,20582,3.8,244851
chandigarh,22.166553655853622,78.47226711906009,Foodies-22,Jewelry,1363,3057,46,24896,44718,3.4,331079
chennai,13.094019744281324,80.24213613996878,MediCare-44,Clothing,1552,998,11,2316,99900,3.9,332836
bangalore,12.89923344269006,77.61437645081885,HomeComforts-93,Electronics,1697,1033,25,25098,99946,3.0,321192
bhopal,22.064444247873585,78.48356434667619,FreshMart-31,Clothing,1531,282,1,23347,50353,4.0,298759
indore,22.76252310083849,78.88452031743334,FreshMart-16,Pharmacy,1782,2410,26,12672,11353,3.6,310328
jaipur,26.90902462986023,75.84279982264732,FreshMart-19,Electronics,1820,4503,30,28217,87625,4.5,389773
bangalore,13.101646673103367,77.46140270793082,GoldNest-70,Furniture,1630,753,34,1731,67601,2.7,170712
jaipur,26.751498414819146,75.80588127889762,FreshMart-34,Jewelry,1310,327,36,12051,74435,3.1,377495
kolkata,22.712256787556466,88.3509387616889,Foodies-46,Jewelry,1588,3232,23,22912,59441,3.3,158482
pune,18.6114096051689,73.85357794885739,GoldNest-17,Clothing,201,2346,23,10660,76081,4.8,409859
chennai,13.045867528541395,80.17266439707674,GoldNest-15,Supermarket,888,4682,18,7889,38985,3.8,111273
chennai,12.90185788732777,80.27394092006051,MediCare-77,Electronics,1682,2938,22,12702,71633,3.3,16986
patna,22.43012621479873,78.0354347692552,FreshMart-79,Restaurant,1346,3171,25,23596,15106,3.7,395331
jaipur,27.02006259516517,75.7978893843852,GoldNest-66,Furniture,963,192,26,14978,57299,2.9,183759
ahmedabad,23.111791936544336,72.69366238948233,StyleHub-2,Supermarket,1768,3929,49,7840,81421,2.5,214574
indore,22.763305853291207,78.88382488993435,FreshMart-26,Clothing,329,3751,1,20908,66499,4.0,251116
jaipur,26.932372875592478,75.85116988006872,HomeComforts-77,Furniture,1804,4022,29,22840,34379,2.9,484888
indore,22.763404054405108,78.88312432440424,MegaMart-5,Electronics,1822,4900,40,1780,35438,3.2,26959
lucknow,26.90449025516889,80.88657027009722,MegaMart-75,Supermarket,507,944,11,28805,54993,4.0,400500
ahmedabad,23.114075829903943,72.55045942215848,TechZone-46,Jewelry,266,3755,47,6361,27843,3.8,109586
delhi,28.724234528342848,77.29806101051906,HomeComforts-43,Clothing,258,4918,17,15904,11608,3.3,137520
delhi,28.697547881676186,76.90265507302378,MegaMart-38,Jewelry,1691,2667,7,26613,91996,4.1,72808
hyderabad,17.294059500461778,78.4868186919996,HomeComforts-25,Supermarket,1890,2956,40,12065,33722,3.5,105814
jaipur,26.809211671575913,75.92864314854762,Foodies-59,Clothing,769,4936,9,17235,49520,4.7,310120
patna,22.430188117893994,78.03401054221438,MediCare-6,Furniture,1668,3893,41,22461,69879,3.2,496308
pune,18.65415944445134,73.92380530141264,StyleHub-59,Clothing,63,1071,30,15951,32803,4.7,52800
jaipur,26.891477847546543,75.80955910409561,GoldNest-45,Pharmacy,398,2406,46,18420,26189,4.9,483462
bhopal,22.063447832078477,78.48535397738861,MegaMart-30,Jewelry,1074,2228,13,24853,93164,2.9,356703
lucknow,26.86656819593423,81.03821884345946,TechZone-17,Jewelry,358,3526,13,26708,71763,3.3,477363
mumbai,18.978896973589716,72.75228548838427,Foodies-9,Restaurant,667,3775,40,13101,18377,4.1,498559
jaipur,26.950195668916493,75.9585445677654,MediCare-13,Jewelry,1188,2152,33,16735,14907,2.8,181995
bangalore,12.884555949001903,77.47502215474445,TechZone-72,Restaurant,1168,271,4,11699,21398,4.3,184864
indore,22.76336243442913,78.88342117843005,FreshMart-52,Clothing,1418,3341,14,20262,54340,4.2,254172
hyderabad,17.42293227122131,78.41585803290081,FreshMart-43,Pharmacy,1129,321,34,1216,42836,2.6,215076
jaipur,26.86649170315783,75.97085178386541,MediCare-73,Restaurant,216,2868,23,11526,52185,3.4,12854
surat,22.337241977732475,78.36380841284674,MediCare-51,Pharmacy,306,3765,10,3579,30209,3.2,440671
mumbai,19.043489999148697,72.87542356086274,GoldNest-84,Furniture,102,4942,25,4418,37365,4.3,11542
bhopal,22.06302517171105,78.48538732703776,MediCare-35,Clothing,684,2920,27,15763,92917,4.0,58236
delhi,28.480710631938745,77.06450377345075,TechZone-17,Clothing,411,1507,10,11714,78487,4.4,337457
jaipur,26.778158878604533,75.97632419770169,Foodies-79,Jewelry,989,1393,30,9768,32457,4.6,383011
surat,22.338351810671245,78.36375685863887,MegaMart-60,Clothing,451,2339,15,14630,40079,4.9,32390
kolkata,22.572981266990666,88.31665215530941,TechZone-31,Jewelry,1775,2628,19,22099,18464,2.8,435496
lucknow,26.797835616262553,80.91525178209838,MegaMart-22,Grocery,312,2907,49,8105,72689,3.6,114310
surat,22.33826387530136,78.36368292716651,Foodies-23,Pharmacy,806,1455,41,25374,40294,3.1,466213
jaipur,26.792319614850047,75.88596850170362,StyleHub-40,Pharmacy,1193,3522,16,22354,39806,2.8,53729
pune,18.683152951232735,73.78872587629482,GoldNest-86,Supermarket,696,3915,47,19921,6340,4.3,280553
hyderabad,17.24953713028342,78.60533099894191,Foodies-63,Grocery,339,1226,11,23467,47462,4.9,42568
bhopal,22.06359961410081,78.48459475417543,TechZone-11,Supermarket,516,3107,1,11391,76954,4.0,204971
hyderabad,17.549763690568405,78.3917343830398,FreshMart-58,Furniture,240,4747,5,12913,93706,3.5,163793
bhopal,22.06431158705468,78.48472019296506,GoldNest-28,Jewelry,1467,646,24,14881,99369,3.1,159024
surat,22.33808804763484,78.36465577591761,TechZone-97,Grocery,1204,302,15,21292,67098,3.1,231686
lucknow,26.830668272349868,80.86790380413161,FreshMart-13,Furniture,134,3820,48,28922,20260,4.0,397852
ahmedabad,23.164447773037637,72.56694195839587,HomeComforts-78,Pharmacy,64,4463,7,7305,31391,4.7,220818
jaipur,26.952738507952695,75.92450457108426,StyleHub-90,Jewelry,1142,4767,19,8195,61355,2.7,111606
indore,22.76202477073029,78.88397483064173,TechZone-8,Furniture,455,2495,21,15754,94408,3.2,160767
kolkata,22.711674215509547,88.35018691961555,MegaMart-11,Furniture,779,2420,36,18680,52513,4.7,127174
pune,18.649847126193205,73.7627099297243,GoldNest-55,Grocery,272,281,27,28080,64276,3.3,130636
chennai,12.992651425616078,80.1673261550584,FreshMart-69,Electronics,100,2731,46,3791,88922,3.3,342868
indore,22.76290003283167,78.88392319198334,MegaMart-96,Furniture,456,440,6,16738,30665,3.6,250532
mumbai,18.982643596194087,72.8260209851459,HomeComforts-57,Electronics,1579,1062,18,2715,48040,4.8,340567
patna,22.430714956146304,78.03403867783163,TechZone-61,Supermarket,113,2659,22,2205,57822,3.4,298823
jaipur,26.828907641348806,75.86509672118288,TechZone-55,Restaurant,668,3484,1,21222,32809,4.5,459619
ahmedabad,23.160801200614166,72.58488587348192,StyleHub-4,Supermarket,1831,1998,10,19897,7408,2.7,215620
ahmedabad,23.125889159899078,72.65627372879099,FreshMart-86,Supermarket,1231,288,23,4316,17523,4.3,397964
mumbai,19.16965893299471,72.86885466158748,MegaMart-7,Pharmacy,587,2706,26,20042,68692,4.0,329060
bhopal,22.064076952961067,78.48372270867316,TechZone-62,Clothing,384,3994,6,15787,74692,4.3,470244
mumbai,18.930913199390883,72.75947491763291,GoldNest-19,Furniture,71,3728,14,22595,80676,3.1,155514
chennai,13.016162247977485,80.18223867296874,MegaMart-33,Pharmacy,1042,4924,29,15884,69226,3.7,430553
delhi,28.555652449664077,76.97107536307576,FreshMart-36,Jewelry,1162,4358,39,6301,96319,4.3,305892
mumbai,18.960134715984854,72.84431899221093,TechZone-93,Grocery,844,675,50,6985,44812,4.9,26903
delhi,28.669652396981444,76.90189393969342,MegaMart-83,Furniture,364,4249,10,25428,44206,4.7,404922
chandigarh,22.165701116975544,78.47181901183664,FreshMart-66,Clothing,674,3355,1,4966,77546,4.2,303778
indore,22.76307616469489,78.88416779353808,TechZone-3,Pharmacy,1644,3805,12,28510,61067,3.2,445752
lucknow,26.9302844657483,81.07846131487082,GoldNest-85,Jewelry,695,4696,10,10991,36666,3.6,57479
patna,22.43014035027158,78.03518383270824,Foodies-10,Pharmacy,299,2026,8,16378,68710,4.5,214289
chennai,12.958513561015378,80.27312479921568,GoldNest-23,Jewelry,228,3144,28,7983,47264,4.9,474642
pune,18.58325150008574,73.73817898504896,MediCare-44,Restaurant,1123,4119,32,21419,88935,4.2,142362
ahmedabad,23.137494701259126,72.69101623225288,HomeComforts-64,Supermarket,1252,3070,9,22503,72807,4.6,275011
surat,22.338271119703197,78.36384001067682,TechZone-79,Restaurant,1182,1837,35,12796,11254,3.4,140284
hyderabad,17.273158306228,78.49072437979535,MegaMart-96,Electronics,130,4464,22,1586,30149,3.2,13316
patna,22.43066682689601,78.03557765917175,MegaMart-3,Jewelry,1965,2997,13,29139,80689,3.5,250166
mumbai,19.27857589124315,72.90886700349904,FreshMart-97,Pharmacy,1398,3006,6,23392,19290,2.5,353324
indore,22.76323461744126,78.88305540216348,MegaMart-77,Clothing,1947,4948,6,27509,96401,4.9,200066
bangalore,13.0637520026845,77.71154810614355,StyleHub-20,Furniture,1383,4307,38,21293,19642,3.5,129517
mumbai,19.24563668297112,72.85952495842687,MegaMart-24,Furniture,709,4139,33,1437,80806,4.6,126330
indore,22.761974082173158,78.88477366187607,HomeComforts-94,Furniture,1112,3099,10,4427,10067,2.8,311475
chennai,13.097519319477897,80.20084509113501,StyleHub-44,Furniture,890,274,32,12084,88002,3.6,151645
hyderabad,17.321379894352702,78.27796600540091,StyleHub-39,Electronics,596,435,42,5231,36622,4.1,159018
chennai,13.093663556495295,80.15936058412453,StyleHub-47,Electronics,828,4404,48,16625,22343,3.3,62929
indore,22.76357999210187,78.88373828530544,StyleHub-87,Restaurant,1991,442,2,21409,61866,4.0,373470
bhopal,22.06292586359128,78.48502031555523,Foodies-35,Electronics,505,2892,49,20791,15777,3.4,144522
bangalore,12.891618650196346,77.54452054405482,Foodies-73,Grocery,1867,1355,50,20683,70054,4.0,372686
patna,22.429380507708714,78.03474048382049,MegaMart-53,Furniture,859,2651,13,20205,58949,3.4,177805
pune,18.459157973241116,73.77044877193524,MegaMart-76,Restaurant,569,4595,31,2993,57198,3.1,307488
hyderabad,17.39816969377882,78.51152012576341,HomeComforts-44,Furniture,55,3661,19,9237,97162,2.9,126964
indore,22.762699779569093,78.88469004107671,MegaMart-30,Jewelry,1889,1599,29,28330,57918,4.3,168171
chennai,13.195572182516825,80.229384735748,MediCare-84,Supermarket,735,2434,29,9630,32052,2.7,164383
surat,22.33774925452397,78.36384202215562,MediCare-97,Grocery,1626,538,43,25005,69795,4.8,66976
delhi,28.600901132851163,77.26743554078024,GoldNest-70,Electronics,1011,249,12,8590,91173,5.0,152358
bangalore,13.046493337661843,77.49148187996899,Foodies-80,Electronics,135,3472,10,18614,37593,3.8,482862
bangalore,13.138837896900588,77.45390462654689,HomeComforts-69,Electronics,1086,3215,26,8366,35340,3.4,452448
kolkata,22.66955231040953,88.45461250815508,GoldNest-52,Pharmacy,720,144,44,1629,94571,3.3,335068
bhopal,22.064628517648515,78.48452822393276,StyleHub-17,Pharmacy,1366,3753,42,10123,67574,4.1,194895
kolkata,22.459947480139263,88.34167790019872,TechZone-91,Grocery,352,1464,44,26134,37139,4.8,423685
pune,18.651648360792237,73.89661623670683,FreshMart-12,Furniture,746,3430,22,16953,65611,4.3,336816
ahmedabad,23.165905465431305,72.50791545715992,MediCare-4,Furniture,746,2616,41,27478,5180,2.6,61883
bangalore,12.999022174246493,77.5696246271316,MediCare-9,Clothing,1597,1396,5,3210,65577,4.1,122908
delhi,28.842162386073593,76.93663449229567,StyleHub-82,Furniture,350,4901,39,15193,24655,3.9,112367
kolkata,22.594011122728528,88.36110038844106,Foodies-29,Jewelry,160,2114,40,8245,53043,4.6,161859
surat,22.338738862737795,78.36325748565218,TechZone-58,Electronics,1466,3707,11,9685,27221,2.8,172472
delhi,28.831301403793322,77.21531298112836,HomeComforts-46,Pharmacy,1895,4133,4,7500,59920,4.6,359356
pune,18.69941495201573,73.80525386753754,TechZone-94,Electronics,1953,2035,31,26868,49253,4.8,442881
bangalore,12.873687207023496,77.58778132195106,TechZone-25,Supermarket,1509,914,27,25111,56610,2.7,339213
patna,22.429478383090466,78.0343903077359,StyleHub-79,Supermarket,621,1642,12,9413,58324,3.2,359115
chandigarh,22.16668320136236,78.47230859740259,GoldNest-34,Clothing,1449,710,38,26733,8972,3.1,362950
pune,18.483888358084034,73.88251517758016,FreshMart-95,Electronics,1718,3202,33,16626,34705,3.5,37106
chennai,13.017351975910895,80.20257368535583,MegaMart-92,Clothing,405,2560,17,10637,64888,3.1,95139
patna,22.42930861075592,78.03388727870973,TechZone-86,Furniture,292,3469,38,6104,64583,4.4,29421
jaipur,26.891401632008474,75.98569114600369,GoldNest-18,Restaurant,728,3930,50,8102,70501,3.9,257237
jaipur,26.776705901372654,75.89145436008619,MegaMart-52,Jewelry,1837,602,26,20332,91492,2.6,209705
pune,18.69605656114661,73.83241016650153,Foodies-16,Electronics,845,2700,37,29247,54125,2.6,62785
bangalore,12.892717043089657,77.58727683713374,GoldNest-75,Grocery,1058,1701,18,24221,66557,4.6,397313
delhi,28.548685040503717,77.1203731692025,Foodies-19,Jewelry,1408,807,40,25184,45193,3.1,264990
jaipur,26.83266383187901,75.872648456882,HomeComforts-61,Supermarket,858,4353,10,12895,77830,3.5,313352
ahmedabad,23.158554295610127,72.65464665717819,MediCare-42,Clothing,1263,869,27,29076,72367,4.6,463063
chennai,12.906478631983772,80.25980302248351,FreshMart-68,Electronics,1737,1006,20,4705,52822,3.8,239823
pune,18.544574574898455,73.80930750722023,HomeComforts-78,Clothing,1767,812,48,16877,84767,3.1,239676
chandigarh,22.16599368573421,78.47209886508273,TechZone-93,Restaurant,881,3168,38,22011,80938,3.2,94228
kolkata,22.59996340887972,88.45787828714722,GoldNest-42,Furniture,1869,4908,46,19141,27924,3.1,361685
chandigarh,22.16656977525388,78.47103063321254,HomeComforts-51,Pharmacy,1566,747,18,23577,32428,4.7,216569
indore,22.762740532847857,78.88450906796562,StyleHub-15,Furniture,752,1220,10,2658,7856,2.9,355144
bhopal,22.06435698623744,78.48391037796688,FreshMart-22,Jewelry,278,4093,40,4044,13890,4.9,497591
mumbai,19.113682579623323,72.88957095282551,TechZone-12,Restaurant,1114,4801,14,24857,51511,3.6,217357
delhi,28.586923212599327,76.92221778679209,HomeComforts-62,Pharmacy,984,3824,18,19800,87259,3.3,169955
bangalore,12.891781051121784,77.59158755518267,HomeComforts-57,Restaurant,1713,3531,2,25763,52781,4.4,282389
lucknow,26.906971454821154,80.9313203028871,MegaMart-55,Supermarket,981,990,16,2556,21970,3.8,75607
chandigarh,22.165923311620865,78.47157798144062,TechZone-32,Supermarket,1347,4350,43,25811,88891,2.6,43540
